timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,returns,log_returns,ma_5,ma_5_slope,ma_10,ma_10_slope,ma_20,ma_20_slope,ma_50,ma_50_slope,ma_100,ma_100_slope,ma_200,ma_200_slope,volatility_10,volatility_20,volatility_50,high_20,low_20,price_position,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_position,volume_ma_10,volume_ratio,volume_price_trend,body_size,upper_wick,lower_wick,total_range,body_ratio,buy_pressure,sell_pressure,trade_intensity,hour,day_of_week,month,quarter,gap_up,gap_down,scenario_type
2024-07-10 08:00:00,12.979,12.987,12.835,12.898,303078.31,1720612799999,3911277.73946,10534.0,171581.34,2214027.74935,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.08099999999999952,0.008000000000000895,0.06299999999999883,0.15199999999999925,0.5328947368421048,0.5661287341875438,0.4338712658124562,0.03475669374030758,8,2,7,3,False,False,recovery
2024-07-10 12:00:00,12.901,12.939,12.734,12.903702871769084,436962.64,1720627199999,5607516.50084,16659.0,181548.87,2329673.25562,0,0.00044215163351557507,0.00044205391328577657,,,,,,,,,,,,,,,,,,,,0.0004549299416911623,9.098598833823246e-05,0.00036394395335292984,,,,,,,135.51330128704456,0.0009999999999994458,0.03700000000000081,0.16699999999999982,0.20500000000000007,0.0048780487804851,0.4154791585843586,0.5845208414156414,0.03812454080742463,12,2,7,3,False,False,recovery
2024-07-10 16:00:00,12.901,13.024,12.759,12.792375914905417,316977.34,1720641599999,4074805.3257,12004.0,130976.51,1683717.84516,0,-0.008627520175408687,-0.008664952682914576,,,,,,,,,,,,,,,,,,,,-0.008074610736326093,-0.0015421333565946327,-0.006532477379731461,,,,,,,-2776.1927933653424,0.1120000000000001,0.12299999999999933,0.02999999999999936,0.2649999999999988,0.42264150943396456,0.41320464737321594,0.586795352626784,0.037870214949750035,16,2,7,3,False,False,recovery
2024-07-10 20:00:00,12.786,12.83,12.71,12.795064268313427,230840.02,1720655999999,2946375.45582,8412.0,82373.51,1051232.32095,0,0.00021015278364955314,0.00021013070464657045,,,,,,,,,,,,,,,,,,,,-0.014450825403235612,-0.004123871765922829,-0.010326953637312782,,,,,,,18.04988818516032,0.0039999999999995595,0.040000000000000924,0.07599999999999874,0.11999999999999922,0.03333333333332988,0.356842414066677,0.6431575859333231,0.03644082165648747,20,2,7,3,False,False,recovery
2024-07-11 00:00:00,12.791,12.931,12.545,12.630664719644383,421409.58,1720670399999,5368093.17248,16530.0,186688.77,2377954.73558,0,-0.01284866923851058,-0.012931927328434274,12.803961554926463,,,,,,,,,,,,,,,,,,,-0.032396247324946614,-0.009778346877727587,-0.02261790044721903,,,,,,,-5469.42848162624,0.16699999999999982,0.1399999999999988,0.07900000000000063,0.38599999999999923,0.4326424870466325,0.44301026568973584,0.5569897343102642,0.03922549648728916,0,3,7,3,False,False,recovery
2024-07-11 04:00:00,12.623,12.83,12.601,12.835464864432675,273913.19,1720684799999,3479305.20986,9986.0,110999.03,1411235.93155,0,0.016214518343580675,0.01608446697130536,12.791454527812999,-0.01250702711346463,,,,,,,,,,,,,,,,,,-0.029749529333772173,-0.013772583368936504,-0.01597694596483567,,,,,,,4404.656017902369,0.20400000000000063,0.0030000000000001137,0.021999999999998465,0.2289999999999992,0.89082969432315,0.40523433720004504,0.594765662799955,0.03645680589532764,4,3,7,3,False,False,recovery
2024-07-11 08:00:00,12.827,12.973,12.762,12.93923861220083,213890.4,1720699199999,2749930.5996,8811.0,104014.27,1337538.77089,0,0.008084923208018235,0.008052415314714942,12.798561675899347,0.007107148086348047,,,,,,,,,,,,,,,,,,-0.019058616221476754,-0.014829789939444555,-0.0042288262820321994,,,,,,,1700.851391595857,0.10200000000000031,0.04400000000000048,0.0649999999999995,0.2110000000000003,0.4834123222748823,0.48629704745982055,0.5137029525401794,0.04119399468138823,8,3,7,3,False,False,recovery
2024-07-11 12:00:00,12.924,13.191,12.649,12.727748257782508,1064598.02,1720713599999,13779052.98692,39908.0,488000.14,6322703.30159,0,-0.01634488401959766,-0.01647993525635685,12.785636144474765,-0.012925531424581749,,,,,,,,,,,,,,,,,,-0.02733637791078003,-0.01733110753371165,-0.01000527037706838,,,,,,,-17538.81802614287,0.20800000000000018,0.26700000000000124,0.06700000000000017,0.5420000000000016,0.38376383763837557,0.45838911103742236,0.5416108889625776,0.03748644958028383,12,3,7,3,False,False,recovery
2024-07-11 16:00:00,12.714,12.856,12.558,12.571259751155596,411809.35,1720727999999,5245249.49397,14282.0,174171.81,2220311.89969,0,-0.012295066138759192,-0.012371275777058382,12.740875241043199,-0.044760903431566135,,,,,,,,,,,,,,,,,,-0.04599369169559253,-0.023063624366087828,-0.022930067329504703,,,,,,,-5116.850998741726,0.15600000000000058,0.14199999999999946,0.0,0.29800000000000004,0.523489932885908,0.4229428253632415,0.5770571746367584,0.034681096968779364,16,3,7,3,False,False,recovery
2024-07-11 20:00:00,12.561,12.562,12.291,12.361666580343838,527777.57,1720742399999,6548027.77392,18462.0,230833.49,2863043.83527,0,-0.01667240793369895,-0.01681295691006879,12.687075613183088,-0.05379962786011028,12.745518584054775,,,,,,,,,,,,,,,,,-0.0768067837376698,-0.03381225624040422,-0.04299452749726558,,,,,420125.642,1.2562374614592078,-8867.739072304528,0.2140000000000004,0.0009999999999994458,0.05599999999999916,0.270999999999999,0.7896678966789712,0.43736889007996305,0.562631109920037,0.03498064535027512,20,3,7,3,False,False,recovery
